"INST
CODE",INSTITUTE NAME,PLACE,DIST,BRANCH, OC,BC-A,BC-B,BC-C,BC-D,SC,ST
BRIG,"BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF
INSTNS",HAYATHNAGAR,RR,CIV,116665,116665,122901,116665,116665,116665,117576
BRIG,"BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF
INSTNS",HAYATHNAGAR,RR,CSD,73326,115500,104132,73326,116505,95052,125013
BRIG,"BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF
INSTNS",HAYATHNAGAR,RR,CSE,97011,117845,118352,97011,116008,117732,123420
BRIG,"BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF
INSTNS",HAYATHNAGAR,RR,CSM,114152,114152,118058,114152,118333,114152,125263
BRIG,"BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF
INSTNS",HAYATHNAGAR,RR,ECE,85582,117910,117698,85582,115282,85582,85582
BRIG,"BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF
INSTNS",HAYATHNAGAR,RR,MEC,79759,79759,79759,79759,79759,79759,79759
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,AID,83796,83796,118058,83796,118119,109303,123471
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,CIV,116538,116538,116538,116538,116538,116538,125387
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,CSC,72013,99277,108897,72013,113253,105392,124838
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,CSD,93826,108405,115075,93826,98346,93826,126058
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,CSE,53873,115159,117698,53873,115942,99446,125646
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,CSM,71895,91448,118442,71895,117095,118425,124077
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,CSW,92312,118174,116382,115235,105886,92312,125588
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,ECE,85582,117120,85582,85582,118363,85582,125398
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,EEE,75427,117547,113470,75427,113925,75427,75427
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,AID,78139,116510,104946,78139,118086,78139,112952
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,CSE,54890,110201,112860,54890,107292,86596,125157
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,CSM,72229,110072,118545,72229,118050,117085,125582
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,ECE,88174,116573,118021,88174,118527,88174,123933
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,INF,44211,77800,72674,44211,95067,114447,84751
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,AID,11260,34978,17150,26282,19513,33695,40214
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,BME,61291,99150,106322,61291,107609,100945,120101
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,CHE,84540,114975,114495,84540,104865,84540,125964
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,CIV,50783,112012,117361,50783,107115,107388,122927
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,CSB,11823,36390,19655,60402,18334,11823,37287
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,CSD,10225,25341,14613,23025,14967,23335,35966
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,CSE,8233,18227,12233,12975,12986,14774,30580
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,CSM,9477,21471,12904,9477,14242,19492,31869
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,ECE,17755,55505,33244,24262,33648,54352,68732
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,EEE,39154,99257,55351,55809,70913,115586,116988
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,INF,10612,26595,17650,10612,18734,23892,38992
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,MEC,55364,106233,94140,55364,106591,102419,124460
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,PHE,114975,114975,114975,114975,114975,114975,114975
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,CSM,NA,NA,NA,NA,14346,NA,NA
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,ECE,NA,NA,NA,NA,33540,NA,NA
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,EEE,NA,NA,NA,NA,79939,NA,NA
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,INF,NA,NA,NA,NA,20759,NA,NA
CASR,COLLEGE OF AGRICULTURAL ENGG,SANGAREDDY,SRD,AGR,70245,117420,99603,70245,73605,76430,124852
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,AID,4347,12455,7149,5542,9382,4726,15636
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,AIM,3667,8378,4013,3667,8001,5090,14243
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,BIO,44370,59175,102595,44370,69837,44370,125961
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,CHE,31062,87099,114784,31062,97141,69810,100651
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,CIC,3219,5439,4925,3219,5894,6919,11846
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,CIV,27388,48750,79158,43893,61803,46350,56358
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,CSE,2135,3807,2673,2135,4007,3405,8288
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,CSM,2207,3304,3181,2207,4543,3273,9918
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,ECE,6640,23780,11757,17236,13319,8053,22922
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,EEE,12737,56520,25391,12737,30979,32203,38615
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,INF,3856,10566,6514,10648,8207,7125,15818
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,MEC,23903,78894,44829,23903,73505,42175,86132
CDTK,COLLEGE OF DAIRY TECHNOLOGY,KAMAREDDY,KMR,DRG,76226,76226,76226,76226,110862,117258,76226
CFSR,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,RUDRUR,NZB,FDT,94034,98760,94034,94034,110862,94034,121215
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,CSE,59224,125005,118117,59224,125023,117549,120010
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,ECE,93610,93610,117988,93610,125551,93610,122374
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,CIV,99432,117953,115305,99432,118059,99432,123828
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,CSE,48205,98088,61966,63394,71958,57701,96601
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,CSG,67103,117953,89458,67103,93673,113854,122385
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,ECE,75232,107804,99093,75232,109891,115144,125484
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,EEE,26130,116638,112298,114845,117232,26130,122881
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,AIM,111590,112264,111590,111590,115623,111590,118902
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,CSE,62319,111921,109665,62319,108795,94722,125124
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,CSM,79050,108450,80915,79050,93705,79050,121104
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,ECE,54814,109979,99491,54814,116649,98064,125638
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,EEE,84683,116532,119827,84683,108083,112226,125027
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,AIM,32577,53451,48299,74263,46683,78095,102315
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,CSC,28743,50338,45438,28743,52350,65102,90629
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,CSE,19764,38123,27597,29457,29329,43334,50958
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,CSM,30544,55588,37494,34821,48760,64446,94074
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,ECE,39314,84779,64137,58257,63088,66458,115693
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,INF,30830,50831,45124,94341,48556,60651,85952
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,AIM,17220,39147,26968,77387,28920,40771,57444
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,CIV,63082,99001,122021,63082,123355,110253,124647
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,CSC,15678,36871,24273,15678,22746,44405,52103
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,CSD,13383,34557,21238,13383,21076,13383,45841
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,CSE,9517,21673,17260,9517,17444,26702,32471
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,CSM,13036,29554,19893,26004,19887,28185,43079
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,ECE,28934,68884,47067,97948,44141,86921,105029
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,EEE,48248,98458,92413,79511,85232,87693,121025
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,INF,13845,34930,24678,13845,23578,40384,50866
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KANDLAKOYA,MDL,MEC,79397,79397,117174,79397,115017,102985,125799
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,AIM,30618,62384,41785,30618,41644,72298,92280
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,CSC,25102,44676,36632,25102,32951,25102,73330
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,CSD,25242,46049,35315,109594,32181,49760,77391
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,CSE,17752,32798,24591,56300,23470,38128,49131
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,CSM,22441,42190,34013,52860,29876,64369,72166
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,ECE,36353,85373,62581,50665,54301,115421,120870
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSC,37604,66837,53139,37604,56479,79143,103691
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSD,34725,72820,49929,45448,47734,67975,96983
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSE,22634,44440,32668,22634,31424,51981,61839
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,CSM,34404,67722,45057,69495,45260,63191,93408
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,ECE,38156,102125,62976,38156,62075,107314,121208
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,INF,34597,75104,51718,48748,51435,77648,93263
CMRP,C M R COLL OF PHARMACY,KANDLAKOYA,MDL,PHD,35477,35477,35477,35477,45110,35477,35477
CMRP,C M R COLL OF PHARMACY,KANDLAKOYA,MDL,PHM,47760,47760,47760,47760,89517,47760,89517
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CIV,42377,99665,114493,100061,112615,90073,123878
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSC,6690,19735,10051,6690,15111,18086,29149
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSD,4860,17127,9765,4860,11174,18919,28339
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSE,5161,15216,7119,9734,8889,14440,21196
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,CSM,5865,19215,8414,21460,12187,17758,22606
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,EEE,23559,55170,71178,49533,49196,78582,96579
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,EIE,47194,92212,115161,78458,88324,89581,114716
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,INF,7073,25072,13005,7073,16766,22709,35415
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,MEC,47411,108155,116596,47411,112795,125303,123269
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF
INSTNS- CVSR COLL OF ENGG)",GHATKESAR,MDL,AI,12313,33291,19645,50723,19696,24260,37985
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF
INSTNS- CVSR COLL OF ENGG)",GHATKESAR,MDL,CHE,58375,58375,82059,58375,89730,58375,102667
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF
INSTNS- CVSR COLL OF ENGG)",GHATKESAR,MDL,CIV,43811,97084,90849,43811,108906,105684,124117
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF
INSTNS- CVSR COLL OF ENGG)",GHATKESAR,MDL,CSE,9207,21730,16075,38955,16612,24822,28878
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF
INSTNS- CVSR COLL OF ENGG)",GHATKESAR,MDL,ECE,27166,58737,43704,49810,44327,67271,86154
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF
INSTNS- CVSR COLL OF ENGG)",GHATKESAR,MDL,EEE,44115,114578,116265,44115,105827,112815,123653
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF
INSTNS- CVSR COLL OF ENGG)",GHATKESAR,MDL,INF,13971,30462,20477,52759,18798,26398,46701
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF
INSTNS- CVSR COLL OF ENGG)",GHATKESAR,MDL,MEC,87035,109249,116336,87035,118127,115219,125424
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF
INSTNS- CVSR COLL OF ENGG)",GHATKESAR,MDL,PHD,112795,112795,112795,112795,112795,112795,112795
DARE,"DARIPALLY ANANTHA RAMULU COLLOF ENGGAND
TECH",KHAMMAM,KHM,CSE,90721,90721,118321,90721,115412,90721,118910
DIPS,DHANVANTHARI INST OF PHARM SCI,KOTHAGUDEM,KGM,PHM,53392,53392,53392,53392,53392,53392,53392
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,CIV,116822,116822,116822,116822,116822,116822,123754
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,CSC,83190,104904,101845,83190,108603,106539,125960
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,CSD,78348,102271,93932,78348,104734,89876,125361
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,CSE,49766,116420,110286,106731,118135,110840,124200
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,ECE,76127,98109,115907,100699,95730,114260,125758
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,CSD,71997,99866,89586,71997,103146,76232,125200
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,CSE,50391,116284,116023,50391,104998,110857,125383
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,CSM,63120,107132,92250,82588,90403,68314,124125
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,ECE,57794,115243,114088,57794,115973,117450,117689
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,MEC,112598,112598,112598,112598,113601,112598,112598
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,CIV,113778,113778,113778,113778,113778,113778,123162
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,CSC,82191,109836,82191,82191,109107,82191,122647
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,CSD,80077,114481,93662,80077,112854,80077,121926
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,CSE,51499,116248,118471,51499,116874,92030,124534
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,CSM,89594,89594,89594,89594,116549,98772,121829
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,ECE,95372,117899,95372,95372,110934,110799,95372
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,MEC,118031,118031,118031,118031,118031,118031,122577
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,AID,90870,90870,110984,90870,125552,90870,125813
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,CSE,101703,115854,108938,102731,116261,105876,103388
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,CSM,88656,121949,125813,88656,97581,111958,123152
GCPK,GEETHANJALI COLL OF PHARM,KEESARA,MDL,PHD,42882,42882,42882,42882,45464,42882,42882
GCPK,GEETHANJALI COLL OF PHARM,KEESARA,MDL,PHM,125995,125995,125995,125995,125995,125995,125995
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,CIV,99908,116541,115072,99908,115072,115072,125202
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,CSC,23994,29396,40019,23994,43175,72866,86005
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,CSD,25663,57511,38902,25663,51903,53906,85734
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,CSE,19495,38954,31794,39254,34792,59088,53558
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,CSM,23870,46813,37019,87749,52530,79172,64911
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,CSO,31573,99895,43935,31573,56618,86768,110139
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,ECE,45673,116064,62899,63779,64489,110284,120737
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,EEE,67066,111474,114341,104857,116695,67066,124434
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",KEESARA,MDL,MEC,64639,64639,107635,64639,117377,64639,124815
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,CSD,39766,113713,114656,92511,116263,114445,91001
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,CSE,44652,111967,101752,100355,116726,64755,124839
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,CSM,68184,112843,111330,82351,117920,102799,123456
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,ECE,58271,93170,97269,58271,115641,58271,122614
GLWC,"GOKARAJU LAILAVATHI WOMENS ENGINEERING
COLLEGE",BACHUPALLY,MDL,CSE,NA,NA,NA,NA,27880,NA,NA
GLWC,"GOKARAJU LAILAVATHI WOMENS ENGINEERING
COLLEGE",BACHUPALLY,MDL,INF,NA,NA,NA,NA,43758,NA,NA
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,AID,24941,61546,42553,77159,35595,37997,81376
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,CIV,101099,118199,101099,101099,118465,124935,124943
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,CSC,19196,37039,36461,19196,35413,64791,65535
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,CSE,13503,33483,22008,66322,22788,38936,43637
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,CSM,17568,40382,28818,17568,27096,56632,59531
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,ECE,30249,73835,62188,30249,58981,113679,100057
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,EEE,65670,113974,110392,65670,109314,117267,123880
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,INF,18135,41156,33542,18135,29536,48948,61484
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,CSC,79816,79816,116510,79816,114116,98939,125566
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,CSE,63719,63719,107259,63719,84164,96300,123856
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,CSM,87663,107392,117593,87663,117888,113282,125582
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND
SCI",SHAIKPET,HYD,CSD,NA,NA,NA,NA,10328,NA,NA
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND
SCI",SHAIKPET,HYD,CSE,NA,NA,NA,NA,6147,NA,NA
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND
SCI",SHAIKPET,HYD,CSM,NA,NA,NA,NA,7100,NA,NA
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND
SCI",SHAIKPET,HYD,ECE,NA,NA,NA,NA,26933,NA,NA
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND
SCI",SHAIKPET,HYD,EEE,NA,NA,NA,NA,56574,NA,NA
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND
SCI",SHAIKPET,HYD,ETM,NA,NA,NA,NA,63464,NA,NA
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND
SCI",SHAIKPET,HYD,INF,NA,NA,NA,NA,11186,NA,NA
GPRP,G P R COLLEGE OF PHARMACY,MEHDIPATNAM,HYD,PHD,88679,88679,88679,88679,88679,88679,88679
GPRP,G P R COLLEGE OF PHARMACY,MEHDIPATNAM,HYD,PHM,98827,98827,98827,98827,98827,98827,98827
GRCP,GOKARAJU RANGARAJU COLLEGE OF PHARMACY,BACHUPALLI,MDL,PHM,22087,109091,22087,22087,104426,22087,22087
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND
TECH",MIYAPUR,MDL,CIV,15721,116791,113423,15721,115988,91979,101105
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND
TECH",MIYAPUR,MDL,CSB,8486,19526,11150,37700,15530,16686,28876
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND
TECH",MIYAPUR,MDL,CSD,6745,14737,9044,10971,12264,16678,23770
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND
TECH",MIYAPUR,MDL,CSE,5127,10484,7809,9427,9084,8871,17384
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND
TECH",MIYAPUR,MDL,CSM,6094,14474,8982,19218,12823,14730,21722
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND
TECH",MIYAPUR,MDL,ECE,10884,25827,16227,10884,19087,36138,42710
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND
TECH",MIYAPUR,MDL,EEE,24103,112104,51380,24103,58985,98529,80010
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND
TECH",MIYAPUR,MDL,INF,8176,23026,12825,18185,15122,23559,29317
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND
TECH",MIYAPUR,MDL,MEC,20708,107754,105499,93651,115170,85813,120333
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,AID,24330,64252,39420,111952,55207,42699,80878
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,CIV,105681,108428,107838,105681,118465,105681,126084
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,CSC,14226,52393,38479,76556,45384,37081,71131
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,CSD,22986,37374,34143,22986,39752,54257,63118
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,CSE,15332,33331,26427,40083,36053,34192,42951
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,CSM,22753,40197,31249,22753,40793,38762,59255
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,CSO,29172,70154,51797,29172,58331,60746,107995
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,ECE,47324,99387,65953,58631,63822,96851,120835
